PersonId,AttributeKey,AttributeValue
1,IndCampus,Sojourn J-town
1,IndLimitAccessUser,1
1,IndFamPosition,Primary Contact
3,IndAllergies,Strawberry
3,IndCampus,Sojourn J-town
3,IndLimitAccessUser,1
3,IndFamPosition,Child
4,IndCampus,Sojourn J-town
4,IndLimitAccessUser,1
4,IndFamPosition,Child
5,IndCampus,Sojourn J-town
5,IndLimitAccessUser,1
5,IndFamPosition,Child
16556,IndCampus,Sojourn Midtown
16556,IndLimitAccessUser,1
16556,IndFamPosition,Primary Contact
16557,IndCampus,Sojourn Midtown
16557,IndLimitAccessUser,1
16557,IndFamPosition,Primary Contact
16561,IndCampus,Sojourn East
16561,IndLimitAccessUser,1
16561,IndFamPosition,Primary Contact
16562,IndCampus,Sojourn J-town
16562,IndLeadership,Elder
16562,IndBaptized,Baptized
16562,IndLimitAccessUser,1
16562,IndFamPosition,Primary Contact
16563,IndCampus,Sojourn J-town
16563,IndBaptized,Baptized
16563,IndLimitAccessUser,1
16563,IndFamPosition,Spouse
16558,IndCampus,Sojourn Midtown
16558,IndLimitAccessUser,1
16558,IndFamPosition,Primary Contact
16559,IndCampus,Sojourn Midtown
16559,IndLimitAccessUser,1
16559,IndFamPosition,Primary Contact
16560,IndCampus,Sojourn Midtown
16560,IndLimitAccessUser,1
16560,IndFamPosition,Primary Contact
16564,IndCampus,Sojourn J-town
16564,IndLimitAccessUser,1
16564,IndFamPosition,Child
16565,IndCampus,Sojourn J-town
16565,IndLimitAccessUser,1
16565,IndFamPosition,Child
16566,IndCampus,Sojourn J-town
16566,IndLimitAccessUser,1
16566,IndFamPosition,Child
16567,IndCampus,Sojourn J-town
16567,IndLimitAccessUser,1
16567,IndFamPosition,Child
16568,IndCampus,Sojourn East
16568,IndLimitAccessUser,1
16568,IndFamPosition,Primary Contact
16569,IndCampus,Sojourn East
16569,IndLimitAccessUser,1
16569,IndFamPosition,Spouse
16570,IndCampus,Sojourn East
16570,IndLimitAccessUser,1
16570,IndFamPosition,Child
16571,IndCampus,Sojourn East
16571,IndLimitAccessUser,1
16571,IndFamPosition,Child
16572,IndCampus,Sojourn East
16572,IndLimitAccessUser,1
16572,IndFamPosition,Primary Contact
16574,IndCampus,Sojourn East
16574,IndLimitAccessUser,1
16574,IndFamPosition,Child
16575,IndCampus,Sojourn East
16575,IndLimitAccessUser,1
16575,IndFamPosition,Child
16576,IndCampus,Sojourn East
16576,IndLimitAccessUser,1
16576,IndFamPosition,Child
16573,IndCampus,Sojourn Midtown
16573,IndFamPosition,Primary Contact
2,IndCampus,Sojourn Midtown
2,IndLimitAccessUser,1
2,IndFamPosition,Primary Contact
16577,IndCampus,Sojourn East
16577,IndLimitAccessUser,1
16577,IndFamPosition,Primary Contact
16578,IndCampus,Sojourn East
16578,IndLimitAccessUser,1
16578,IndFamPosition,Child
16579,IndCampus,Sojourn J-town
16579,IndLimitAccessUser,1
16579,IndFamPosition,Primary Contact
16580,IndCampus,Sojourn J-town
16580,IndLimitAccessUser,1
16580,IndFamPosition,Child
16581,IndCampus,Sojourn J-town
16581,IndLimitAccessUser,1
16581,IndFamPosition,Child
16582,IndCampus,Sojourn J-town
16582,IndLimitAccessUser,1
16582,IndFamPosition,Primary Contact
16583,IndCampus,Sojourn J-town
16583,IndLimitAccessUser,1
16583,IndFamPosition,Spouse
16584,IndCampus,Sojourn J-town
16584,IndLimitAccessUser,1
16584,IndFamPosition,Child
16585,IndCampus,Sojourn J-town
16585,IndLimitAccessUser,1
16585,IndFamPosition,Child
16586,IndCampus,Sojourn East
16586,IndLimitAccessUser,1
16586,IndFamPosition,Primary Contact
16587,IndCampus,Sojourn East
16587,IndLimitAccessUser,1
16587,IndFamPosition,Child
16588,IndCampus,Sojourn East
16588,IndLimitAccessUser,1
16588,IndFamPosition,Child
16589,MembershipDate,2012-10-23T00:00:00.0000000
16589,IndCampus,Sojourn East
16589,IndBaptized,Baptized
16589,IndLimitAccessUser,1
16589,IndFamPosition,Primary Contact
16589,IndAnniversary,2008-12-20T00:00:00.0000000
16590,MembershipDate,2012-10-23T00:00:00.0000000
16590,IndCampus,Sojourn East
16590,IndBaptized,Baptized
16590,IndLimitAccessUser,1
16590,IndFamPosition,Spouse
16590,IndAnniversary,2008-12-20T00:00:00.0000000
16591,IndCampus,Sojourn East
16591,IndLimitAccessUser,1
16591,IndFamPosition,Child
16592,IndCampus,Sojourn Midtown
16592,IndLimitAccessUser,1
16592,IndFamPosition,Primary Contact
16593,IndCampus,Sojourn Midtown
16593,IndLimitAccessUser,1
16593,IndFamPosition,Child
16594,IndCampus,Sojourn J-town
16594,IndLimitAccessUser,1
16594,IndFamPosition,Primary Contact
16595,IndCampus,Sojourn J-town
16595,IndLimitAccessUser,1
16595,IndFamPosition,Spouse
16596,IndCampus,Sojourn J-town
16596,IndLimitAccessUser,1
16596,IndFamPosition,Child
16597,IndCampus,Sojourn J-town
16597,IndLimitAccessUser,1
16597,IndFamPosition,Child
16598,IndCampus,Sojourn J-town
16598,IndLimitAccessUser,1
16598,IndFamPosition,Primary Contact
16599,IndCampus,Sojourn J-town
16599,IndLimitAccessUser,1
16599,IndFamPosition,Child
16600,IndCampus,Sojourn J-town
16600,IndLimitAccessUser,1
16600,IndFamPosition,Child
16601,IndCampus,Sojourn J-town
16601,IndLimitAccessUser,1
16601,IndFamPosition,Primary Contact
16602,IndCampus,Sojourn J-town
16602,IndLimitAccessUser,1
16602,IndFamPosition,Spouse
16603,IndCampus,Sojourn J-town
16603,IndLimitAccessUser,1
16603,IndFamPosition,Child
16604,IndCampus,Sojourn J-town
16604,IndLimitAccessUser,1
16604,IndFamPosition,Child
16605,IndCampus,Sojourn J-town
16605,IndLimitAccessUser,1
16605,IndFamPosition,Primary Contact
16607,IndCampus,Sojourn J-town
16607,IndLimitAccessUser,1
16607,IndFamPosition,Spouse
16608,IndCampus,Sojourn J-town
16608,IndLimitAccessUser,1
16608,IndFamPosition,Child
6,IndSchoolName,Univ of Louisville
6,IndCampus,Sojourn Midtown
6,IndHowtheyheard,Friend
6,IndFamPosition,Primary Contact
16606,IndCampus,Sojourn Midtown
16606,IndLimitAccessUser,1
16606,IndFamPosition,Primary Contact
16609,IndCampus,Sojourn Midtown
16609,IndAgeBracket,19 - 24
16609,IndBaptized,Baptized
16609,IndFamPosition,Primary Contact
16610,IndAllergies,ALL TREE NUTS
16610,IndCampus,Sojourn Midtown
16610,IndLimitAccessUser,1
16610,IndFamPosition,Primary Contact
16611,IndCampus,Sojourn Midtown
16611,IndLimitAccessUser,1
16611,IndFamPosition,Child
16612,IndCampus,Sojourn Midtown
16612,IndLimitAccessUser,1
16612,IndFamPosition,Primary Contact
16613,IndCampus,Sojourn Midtown
16613,IndLimitAccessUser,1
16613,IndFamPosition,Spouse
16614,IndCampus,Sojourn East
16614,IndLimitAccessUser,1
16614,IndFamPosition,Primary Contact
16615,IndCampus,Sojourn Midtown
16615,IndLimitAccessUser,1
16615,IndFamPosition,Primary Contact
16616,IndCampus,Sojourn East
16616,IndBaptized,Baptized
16616,IndFamPosition,Primary Contact
16617,IndCampus,Sojourn J-town
16617,IndLimitAccessUser,1
16617,IndFamPosition,Primary Contact
16618,IndCampus,Sojourn J-town
16618,IndLimitAccessUser,1
16618,IndFamPosition,Spouse
16619,IndCampus,Sojourn J-town
16619,IndLimitAccessUser,1
16619,IndFamPosition,Child
16620,IndCampus,Sojourn J-town
16620,IndLimitAccessUser,1
16620,IndFamPosition,Primary Contact
16621,IndCampus,Sojourn J-town
16621,IndLimitAccessUser,1
16621,IndFamPosition,Spouse
16622,IndCampus,Sojourn J-town
16622,IndLimitAccessUser,1
16622,IndFamPosition,Child
16623,IndCampus,Sojourn J-town
16623,IndLimitAccessUser,1
16623,IndFamPosition,Child
16624,IndCampus,Sojourn J-town
16624,IndLimitAccessUser,1
16624,IndFamPosition,Primary Contact
16625,IndCampus,Sojourn J-town
16625,IndLimitAccessUser,1
16625,IndFamPosition,Spouse
16626,IndCampus,Sojourn J-town
16626,IndLimitAccessUser,1
16626,IndFamPosition,Child
7,IndCampus,Sojourn J-town
7,IndLimitAccessUser,1
7,IndFamPosition,Primary Contact
8,IndCampus,Sojourn J-town
8,IndLimitAccessUser,1
8,IndFamPosition,Child
9,IndCampus,Sojourn J-town
9,IndLimitAccessUser,1
9,IndFamPosition,Child
10,IndCampus,Sojourn J-town
10,IndLimitAccessUser,1
10,IndFamPosition,Child
16627,IndCampus,Sojourn New Albany
16627,IndLimitAccessUser,1
16627,IndFamPosition,Primary Contact
16628,IndCampus,Sojourn New Albany
16628,IndLimitAccessUser,1
16628,IndFamPosition,Other
16629,MembershipDate,2012-12-05T00:00:00.0000000
16629,IndCampus,Sojourn Midtown
16629,IndBaptized,Baptized
16629,IndFamPosition,Primary Contact
16630,IndCampus,Sojourn Midtown
16630,IndLimitAccessUser,1
16630,IndFamPosition,Primary Contact
16631,IndCampus,Sojourn Midtown
16631,IndLimitAccessUser,1
16631,IndFamPosition,Primary Contact
16632,IndCampus,Sojourn Midtown
16632,IndLimitAccessUser,1
16632,IndFamPosition,Spouse
16633,IndCampus,Sojourn Midtown
16633,IndLimitAccessUser,1
16633,IndFamPosition,Child
16634,IndCampus,Sojourn Midtown
16634,IndLimitAccessUser,1
16634,IndFamPosition,Primary Contact
16635,IndCampus,Sojourn Midtown
16635,IndLimitAccessUser,1
16635,IndFamPosition,Spouse
16636,IndCampus,Sojourn Midtown
16636,IndLimitAccessUser,1
16636,IndFamPosition,Child
16637,IndCampus,Sojourn Midtown
16637,IndLimitAccessUser,1
16637,IndFamPosition,Primary Contact
16638,IndCampus,Sojourn J-town
16638,IndLimitAccessUser,1
16638,IndFamPosition,Primary Contact
16639,IndCampus,Sojourn J-town
16639,IndLimitAccessUser,1
16639,IndFamPosition,Spouse
16640,IndCampus,Sojourn J-town
16640,IndLimitAccessUser,1
16640,IndFamPosition,Child
16641,IndCampus,Sojourn J-town
16641,IndLimitAccessUser,1
16641,IndFamPosition,Child
16642,IndCampus,Sojourn J-town
16642,IndLimitAccessUser,1
16642,IndFamPosition,Child
16643,IndCampus,Sojourn J-town
16643,IndLimitAccessUser,1
16643,IndFamPosition,Child
16644,MembershipDate,2013-03-03T00:00:00.0000000
16644,IndCampus,Sojourn J-town
16644,IndBaptized,Baptized
16644,IndLimitAccessUser,1
16644,IndFamPosition,Primary Contact
16644,IndAnniversary,2002-06-22T00:00:00.0000000
16645,MembershipDate,2013-03-03T00:00:00.0000000
16645,IndCampus,Sojourn J-town
16645,IndBaptized,Baptized
16645,IndLimitAccessUser,1
16645,IndFamPosition,Spouse
16645,IndAnniversary,2002-06-22T00:00:00.0000000
16646,IndCampus,Sojourn J-town
16646,IndLimitAccessUser,1
16646,IndFamPosition,Child
16647,IndCampus,Sojourn J-town
16647,IndLimitAccessUser,1
16647,IndFamPosition,Child
16648,MembershipDate,2013-06-18T00:00:00.0000000
16648,IndCampus,Sojourn J-town
16648,IndBaptized,Baptized
16648,IndLimitAccessUser,1
16648,IndFamPosition,Primary Contact
16648,IndAnniversary,2006-01-14T00:00:00.0000000
16649,MembershipDate,2013-06-18T00:00:00.0000000
16649,IndCampus,Sojourn J-town
16649,IndBaptized,Baptized
16649,IndLimitAccessUser,1
16649,IndFamPosition,Spouse
16649,IndAnniversary,2006-01-14T00:00:00.0000000
16650,IndCampus,Sojourn J-town
16650,IndLimitAccessUser,1
16650,IndFamPosition,Child
16651,IndAllergies,Eric or Keri Thompso
16651,IndCampus,Sojourn Midtown
16651,IndLimitAccessUser,1
16651,IndFamPosition,Primary Contact
16652,IndCampus,Sojourn Midtown
16652,IndLimitAccessUser,1
16652,IndFamPosition,Spouse
16653,IndCampus,Sojourn Midtown
16653,IndLimitAccessUser,1
16653,IndFamPosition,Child
16654,IndCampus,Sojourn Midtown
16654,IndLimitAccessUser,1
16654,IndFamPosition,Child
16655,IndCampus,Sojourn Midtown
16655,IndLimitAccessUser,1
16655,IndFamPosition,Child
11,IndCampus,Sojourn J-town
11,IndLimitAccessUser,1
11,IndFamPosition,Primary Contact
12,IndCampus,Sojourn J-town
12,IndLimitAccessUser,1
12,IndFamPosition,Spouse
13,IndCampus,Sojourn J-town
13,IndLimitAccessUser,1
13,IndFamPosition,Child
14,IndCampus,Sojourn J-town
14,IndLimitAccessUser,1
14,IndFamPosition,Child
15,IndCampus,Sojourn J-town
15,IndLimitAccessUser,1
15,IndFamPosition,Child
16656,MembershipDate,2013-01-02T00:00:00.0000000
16656,IndCampus,Sojourn East
16656,IndBaptized,Baptized
16656,IndLimitAccessUser,1
16656,IndFamPosition,Primary Contact
27130,MembershipDate,2016-09-04T00:00:00.0000000
27130,IndCampus,Sojourn New Albany
16657,MembershipDate,2016-09-04T00:00:00.0000000
16657,IndCampus,Sojourn New Albany
16657,IndLimitAccessUser,1
16657,IndFamPosition,Primary Contact
16658,IndCampus,Sojourn Midtown
16658,IndLimitAccessUser,1
16658,IndFamPosition,Primary Contact
16659,IndCampus,Sojourn Midtown
16659,IndLimitAccessUser,1
16659,IndFamPosition,Primary Contact
16660,MembershipDate,2015-03-08T00:00:00.0000000
16660,IndCampus,Sojourn Midtown
16660,IndLimitAccessUser,1
16660,IndFamPosition,Primary Contact
16661,IndCampus,Sojourn Midtown
16661,IndLimitAccessUser,1
16661,IndFamPosition,Primary Contact
16662,IndCampus,Sojourn Midtown
16662,IndLimitAccessUser,1
16662,IndFamPosition,Primary Contact
16663,IndCampus,Sojourn Midtown
16663,IndLimitAccessUser,1
16663,IndFamPosition,Primary Contact
16664,IndCampus,Sojourn Midtown
16664,IndLimitAccessUser,1
16664,IndFamPosition,Primary Contact
16665,IndCampus,Sojourn Midtown
16665,IndLimitAccessUser,1
16665,IndFamPosition,Primary Contact
16,IndCampus,Sojourn Midtown
16,IndLimitAccessUser,1
16,IndFamPosition,Primary Contact
17,IndCampus,Sojourn Midtown
17,IndLimitAccessUser,1
17,IndFamPosition,Child
18,IndCampus,Sojourn Midtown
18,IndLimitAccessUser,1
18,IndFamPosition,Child
16666,IndCampus,Sojourn J-town
16666,IndLimitAccessUser,1
16666,IndFamPosition,Primary Contact
16667,IndCampus,Sojourn New Albany
16667,IndLimitAccessUser,1
16667,IndFamPosition,Primary Contact
16668,IndCampus,Sojourn East
16668,IndLimitAccessUser,1
16668,IndFamPosition,Primary Contact
16669,IndCampus,Sojourn East
16669,IndLimitAccessUser,1
16669,IndFamPosition,Child
16670,IndCampus,Sojourn Midtown
16670,IndAgeBracket,25 - 34
16670,IndFamPosition,Primary Contact
16670,IndAnniversary,1996-12-28T00:00:00.0000000
16671,IndCampus,Sojourn Midtown
16671,IndLimitAccessUser,1
16671,IndFamPosition,Primary Contact
16672,MembershipDate,2012-06-18T00:00:00.0000000
16672,IndCampus,Sojourn Midtown
16672,IndLimitAccessUser,1
16672,IndFamPosition,Primary Contact
16673,IndCampus,Sojourn East
16673,IndBaptized,Baptized
16673,IndLimitAccessUser,1
16673,IndFamPosition,Primary Contact
16674,IndCampus,Sojourn East
16674,IndBaptized,Baptized
16674,IndLimitAccessUser,1
16674,IndFamPosition,Spouse
16675,IndCampus,Sojourn East
16675,IndLimitAccessUser,1
16675,IndFamPosition,Child
16676,IndCampus,Sojourn East
16676,IndLimitAccessUser,1
16676,IndFamPosition,Child
16677,IndCampus,Sojourn East
16677,IndLimitAccessUser,1
16677,IndFamPosition,Child
16678,IndCampus,Sojourn East
16678,IndLimitAccessUser,1
16678,IndFamPosition,Primary Contact
16679,IndCampus,Sojourn East
16679,IndLimitAccessUser,1
16679,IndFamPosition,Spouse
16680,IndCampus,Sojourn East
16680,IndLimitAccessUser,1
16680,IndFamPosition,Child
16681,IndCampus,Sojourn East
16681,IndLimitAccessUser,1
16681,IndFamPosition,Child
16682,IndCampus,Sojourn Midtown
16682,IndLimitAccessUser,1
16682,IndFamPosition,Primary Contact
16683,IndCampus,Sojourn Midtown
16683,IndLimitAccessUser,1
16683,IndFamPosition,Spouse
16684,IndCampus,Sojourn Midtown
16684,IndLimitAccessUser,1
16684,IndFamPosition,Child
16685,IndCampus,Sojourn Midtown
16685,IndLimitAccessUser,1
16685,IndFamPosition,Child
16686,IndCampus,Sojourn East
16686,IndLimitAccessUser,1
16686,IndFamPosition,Primary Contact
16687,IndCampus,Sojourn East
16687,IndLimitAccessUser,1
16687,IndFamPosition,Spouse
16688,IndCampus,Sojourn East
16688,IndLimitAccessUser,1
16688,IndFamPosition,Child
16689,IndCampus,Sojourn East
16689,IndLimitAccessUser,1
16689,IndFamPosition,Child
19,IndCampus,Sojourn Midtown
19,IndLimitAccessUser,1
19,IndFamPosition,Primary Contact
20,IndCampus,Sojourn Midtown
20,IndLimitAccessUser,1
20,IndFamPosition,Child
16692,MembershipDate,2013-02-08T00:00:00.0000000
16692,IndCampus,Sojourn East
16692,IndBaptized,Baptized
16692,IndLimitAccessUser,1
16692,IndFamPosition,Primary Contact
16692,IndAnniversary,2009-12-19T00:00:00.0000000
16693,MembershipDate,2013-02-08T00:00:00.0000000
16693,IndCampus,Sojourn East
16693,IndBaptized,Baptized
16693,IndLimitAccessUser,1
16693,IndFamPosition,Spouse
16693,IndAnniversary,2009-12-19T00:00:00.0000000
16694,IndCampus,Sojourn East
16694,IndLimitAccessUser,1
16694,IndFamPosition,Child
16695,IndCampus,Sojourn East
16695,IndLimitAccessUser,1
16695,IndFamPosition,Primary Contact
16696,IndCampus,Sojourn East
16696,IndLimitAccessUser,1
16696,IndFamPosition,Spouse
16697,IndCampus,Sojourn East
16697,IndLimitAccessUser,1
16697,IndFamPosition,Child
16698,IndCampus,Sojourn East
16698,IndLimitAccessUser,1
16698,IndFamPosition,Child
16699,IndCampus,Sojourn East
16699,IndLimitAccessUser,1
16699,IndFamPosition,Child
16700,IndCampus,Sojourn East
16700,IndLimitAccessUser,1
16700,IndFamPosition,Primary Contact
16701,IndCampus,Sojourn East
16701,IndLimitAccessUser,1
16701,IndFamPosition,Primary Contact
16702,IndAllergies,can be picked by Abb
16702,IndCampus,Sojourn East
16702,IndLimitAccessUser,1
16702,IndFamPosition,Child
16703,IndCampus,Sojourn Midtown
16703,IndLimitAccessUser,1
16703,IndFamPosition,Primary Contact
16704,IndCampus,Sojourn Midtown
16704,IndLimitAccessUser,1
16704,IndFamPosition,Spouse
16705,IndAllergies,A/P Denise Williams-
16705,IndCampus,Sojourn Midtown
16705,IndLimitAccessUser,1
16705,IndFamPosition,Child
16706,IndCampus,Sojourn East
16706,IndLimitAccessUser,1
16706,IndFamPosition,Primary Contact
16707,IndCampus,Sojourn East
16707,IndLimitAccessUser,1
16707,IndFamPosition,Spouse
16708,IndCampus,Sojourn East
16708,IndLimitAccessUser,1
16708,IndFamPosition,Child
16709,IndCampus,Sojourn East
16709,IndLimitAccessUser,1
16709,IndFamPosition,Child
16710,IndCampus,Sojourn East
16710,IndLimitAccessUser,1
16710,IndFamPosition,Child
16711,IndCampus,Sojourn New Albany
16711,IndLimitAccessUser,1
16711,IndFamPosition,Primary Contact
16712,IndAllergies,Occasional Asthma
16712,IndCampus,Sojourn New Albany
16712,IndLimitAccessUser,1
16712,IndFamPosition,Child
16713,IndCampus,Sojourn Midtown
16713,IndLimitAccessUser,1
16713,IndFamPosition,Primary Contact
16714,IndCampus,Sojourn Midtown
16714,IndLimitAccessUser,1
16714,IndFamPosition,Spouse
16715,IndCampus,Sojourn Midtown
16715,IndLimitAccessUser,1
16715,IndFamPosition,Child
16716,IndCampus,Sojourn Midtown
16716,IndLimitAccessUser,1
16716,IndFamPosition,Child
16717,MembershipDate,2013-05-24T00:00:00.0000000
16717,IndCampus,Sojourn Midtown
16717,IndBaptized,Baptized
16717,IndLimitAccessUser,1
16717,IndFamPosition,Primary Contact
16717,IndAnniversary,2013-04-20T00:00:00.0000000
16718,MembershipDate,2013-05-24T00:00:00.0000000
16718,IndCampus,Sojourn Midtown
16718,IndBaptized,Baptized
16718,IndLimitAccessUser,1
16718,IndFamPosition,Spouse
16718,IndAnniversary,2013-04-20T00:00:00.0000000
16719,IndCampus,Sojourn Midtown
16719,IndLimitAccessUser,1
16719,IndFamPosition,Child
16720,IndCampus,Sojourn Midtown
16720,IndLimitAccessUser,1
16720,IndFamPosition,Child
16721,IndCampus,Sojourn East
16721,IndLimitAccessUser,1
16721,IndFamPosition,Primary Contact
16722,IndCampus,Sojourn East
16722,IndLimitAccessUser,1
16722,IndFamPosition,Spouse
16723,IndCampus,Sojourn East
16723,IndLimitAccessUser,1
16723,IndFamPosition,Child
16724,IndCampus,Sojourn East
16724,IndLimitAccessUser,1
16724,IndFamPosition,Child
21,IndCampus,Sojourn Midtown
21,IndLimitAccessUser,1
21,IndFamPosition,Primary Contact
22,IndCampus,Sojourn Midtown
22,IndLimitAccessUser,1
22,IndFamPosition,Spouse
23,IndCampus,Sojourn Midtown
23,IndLimitAccessUser,1
23,IndFamPosition,Child
16725,IndCampus,Sojourn Midtown
16725,IndLimitAccessUser,1
16725,IndFamPosition,Primary Contact
16726,IndCampus,Sojourn Midtown
16726,IndLimitAccessUser,1
16726,IndFamPosition,Primary Contact
16727,IndCampus,Sojourn Midtown
16727,IndLimitAccessUser,1
16727,IndFamPosition,Spouse
16728,MembershipDate,2012-10-08T00:00:00.0000000
16728,IndCampus,Sojourn J-town
16728,IndBaptized,Baptized
16728,IndLimitAccessUser,1
16728,IndFamPosition,Primary Contact
16728,IndAnniversary,2012-04-14T00:00:00.0000000
16729,MembershipDate,2012-10-08T00:00:00.0000000
16729,IndCampus,Sojourn J-town
16729,IndBaptized,Baptized
16729,IndLimitAccessUser,1
16729,IndFamPosition,Spouse
16729,IndAnniversary,2012-04-14T00:00:00.0000000
16730,IndCampus,Sojourn Midtown
16730,IndLimitAccessUser,1
16730,IndFamPosition,Primary Contact
16731,IndCampus,Sojourn Midtown
16731,IndLimitAccessUser,1
16731,IndFamPosition,Primary Contact
16732,MembershipDate,2006-06-04T00:00:00.0000000
16732,IndCampus,Sojourn Midtown
16732,IndSpiritualMaturity,Stable
16732,IndBaptized,Baptized
16732,IndFamPosition,Primary Contact
16732,IndReasonLeft,Moved Out of Town
16732,IndAnniversary,2003-03-01T00:00:00.0000000
16734,MembershipDate,2006-06-04T00:00:00.0000000
16734,IndCampus,Sojourn Midtown
16734,IndSpiritualMaturity,Stable
16734,IndBaptized,Baptized
16734,IndFamPosition,Spouse
16734,IndReasonLeft,Moved Out of Town
16734,IndAnniversary,2003-03-01T00:00:00.0000000
16737,IndCampus,Sojourn Midtown
16737,IndFamPosition,Child
16733,IndCampus,Sojourn Midtown
16733,IndLimitAccessUser,1
16733,IndFamPosition,Primary Contact
16735,IndCampus,Sojourn Midtown
16735,IndLimitAccessUser,1
16735,IndFamPosition,Spouse
16736,MembershipDate,2013-06-23T00:00:00.0000000
16736,IndCampus,Sojourn East
16736,IndBaptized,Baptized
16736,IndFamPosition,Primary Contact
16738,MembershipDate,2013-06-23T00:00:00.0000000
16738,IndCampus,Sojourn East
16738,IndBaptized,Baptized
16738,IndLimitAccessUser,1
16738,IndFamPosition,Spouse
16739,IndCampus,Sojourn East
16739,IndLimitAccessUser,1
16739,IndFamPosition,Child
16740,IndCampus,Sojourn East
16740,IndLimitAccessUser,1
16740,IndFamPosition,Primary Contact
16741,IndCampus,Sojourn East
16741,IndLimitAccessUser,1
16741,IndFamPosition,Primary Contact
24,IndCampus,Sojourn Midtown
24,IndLimitAccessUser,1
24,IndFamPosition,Primary Contact
25,IndCampus,Sojourn Midtown
25,IndLimitAccessUser,1
25,IndFamPosition,Spouse
26,IndCampus,Sojourn Midtown
26,IndLimitAccessUser,1
26,IndFamPosition,Child
16742,MembershipDate,2013-04-08T00:00:00.0000000
16742,IndCampus,Sojourn East
16742,IndBaptized,Baptized
16742,IndLimitAccessUser,1
16742,IndFamPosition,Primary Contact
16742,IndAnniversary,2007-09-01T00:00:00.0000000
16743,IndCampus,Sojourn East
16743,IndLimitAccessUser,1
16743,IndFamPosition,Spouse
16743,IndAnniversary,2007-09-01T00:00:00.0000000
16744,IndAllergies,none
16744,IndCampus,Sojourn East
16744,IndLimitAccessUser,1
16744,IndFamPosition,Child
16745,IndCampus,Sojourn New Albany
16745,IndLimitAccessUser,1
16745,IndFamPosition,Primary Contact
16746,IndCampus,Sojourn J-town
16746,IndLimitAccessUser,1
16746,IndFamPosition,Primary Contact
16747,IndCampus,Sojourn J-town
16747,IndLimitAccessUser,1
16747,IndFamPosition,Primary Contact
16748,IndCampus,Sojourn J-town
16748,IndLimitAccessUser,1
16748,IndFamPosition,Primary Contact
16749,IndCampus,Sojourn J-town
16749,IndLimitAccessUser,1
16749,IndFamPosition,Spouse
16750,IndCampus,Sojourn J-town
16750,IndLimitAccessUser,1
16750,IndFamPosition,Primary Contact
16751,IndCampus,Sojourn Midtown
16751,IndLimitAccessUser,1
16751,IndFamPosition,Primary Contact
16751,IndAnniversary,2005-06-11T00:00:00.0000000
16753,IndCampus,Sojourn Midtown
16753,IndLimitAccessUser,1
16753,IndFamPosition,Spouse
16753,IndAnniversary,2005-06-11T00:00:00.0000000
16756,IndAllergies,Dairy (No goldfish)
16756,IndCampus,Sojourn Midtown
16756,IndLimitAccessUser,1
16756,IndFamPosition,Child
16757,IndCampus,Sojourn Midtown
16757,IndFamPosition,Child
16752,MembershipDate,2013-01-08T00:00:00.0000000
16752,IndCampus,Sojourn Midtown
16752,IndBaptized,Baptized
16752,IndFamPosition,Primary Contact
16752,IndAnniversary,2012-06-22T00:00:00.0000000
16754,MembershipDate,2013-01-08T00:00:00.0000000
16754,IndCampus,Sojourn Midtown
16754,IndBaptized,Baptized
16754,IndLimitAccessUser,1
16754,IndFamPosition,Spouse
16754,IndAnniversary,2012-06-22T00:00:00.0000000
16755,IndCampus,Sojourn J-town
16755,IndLimitAccessUser,1
16755,IndFamPosition,Primary Contact
16758,IndCampus,Sojourn J-town
16758,IndLimitAccessUser,1
16758,IndFamPosition,Child
16759,IndCampus,Sojourn J-town
16759,IndLimitAccessUser,1
16759,IndFamPosition,Child
27,IndCampus,Sojourn Midtown
27,IndLimitAccessUser,1
27,IndFamPosition,Primary Contact
28,IndCampus,Sojourn Midtown
28,IndLimitAccessUser,1
28,IndFamPosition,Spouse
29,IndCampus,Sojourn Midtown
29,IndLimitAccessUser,1
29,IndFamPosition,Child
30,IndCampus,Sojourn Midtown
30,IndLimitAccessUser,1
30,IndFamPosition,Child
16761,IndCampus,Sojourn J-town
16761,IndLimitAccessUser,1
16761,IndFamPosition,Primary Contact
16762,IndCampus,Sojourn J-town
16762,IndLimitAccessUser,1
16762,IndFamPosition,Spouse
16763,IndCampus,Sojourn J-town
16763,IndLimitAccessUser,1
16763,IndFamPosition,Child
16764,IndCampus,Sojourn J-town
16764,IndLimitAccessUser,1
16764,IndFamPosition,Child
16765,IndCampus,Sojourn J-town
16765,IndLimitAccessUser,1
16765,IndFamPosition,Child
16766,IndCampus,Sojourn J-town
16766,IndLimitAccessUser,1
16766,IndFamPosition,Primary Contact
16767,IndCampus,Sojourn J-town
16767,IndLimitAccessUser,1
16767,IndFamPosition,Spouse
16768,IndCampus,Sojourn J-town
16768,IndLimitAccessUser,1
16768,IndFamPosition,Child
16769,IndCampus,Sojourn J-town
16769,IndLimitAccessUser,1
16769,IndFamPosition,Child
16770,IndCampus,Sojourn J-town
16770,IndLimitAccessUser,1
16770,IndFamPosition,Child
16771,IndCampus,Sojourn Midtown
16771,IndLimitAccessUser,1
16771,IndFamPosition,Primary Contact
16772,MembershipDate,2013-10-16T00:00:00.0000000
16772,IndCampus,Sojourn New Albany
16772,IndBaptized,Baptized
16772,IndLimitAccessUser,1
16772,IndFamPosition,Primary Contact
16772,IndAnniversary,2003-12-31T00:00:00.0000000
